review,sentiment
"USA The Movie is like this: You take a nap on a long hot Sunday afternoon. It feels great to close your eyes and let your worries drift away. Soon you're lost in one of those intense lucid dreams where you know you're dreaming but you still can't wake up--not that you want to. You go with the flow, and soon you're in a kind of weird Alice in Wonderland story complete with characters you didn't think you could dream up. They're telling you all kinds of crazy stuff about war and peace while taking you through a trip into the past and even the future. <br /><br />The dream starts to get heavier and you feel like it's going down a path you can't control. Maybe you want to wake up so you try to open your eyes but you can''t . Now there's destruction and sadness and confusion and scary voices telling you what could be truth or could be lies. You're seeing images that flicker and change and then get clear, but do you even want to see what you're brain is creating for you? <br /><br />Finally you're lost in a myth world and you realize the end has come. The end of the world and the end of the dream. It's over. What do you wake up to? What do you do next? <br /><br />Maybe you'll write down that dream because you know dreams like don't happen too often-- and when they do you better pay attention. <br /><br />Or maybe you'll crack a beer and forget the whole thing. Bad idea. Don't forget.",positive
"Within the first 5 minutes of this movie I knew I was in for one of those ""pick at the faults"" kinda movie. The acting was terrible, the script was even worse. Who ever let these people write write such crap for a movie need to be feed the Komodo's themselves. With Russian Mig jets posing as U.S. Air Force jets, and pistols that can miraculously shoot 50 - 60 rounds rapid fire without reloading is poor detail to any story. In one scene komodo are killing special forces troops at night, while in another they are explaining how the komodos and cobras are cold blooded and don't come out night!!!! Also with fantastic special effects available in today's movie industry, they were only average even for this low budget movie.<br /><br />All that being said, I did watch it to the end curious as to what other wonders bad film making could produce. Shame Shame Shame, for producing such rot!!!<br /><br />This movie should have been left on the cutting room floor!!!",negative
"<br /><br />This film is a summary of Visconti's obssessions: the decadence of nobility, death, aesthetic search, homosexuality...All mingled with melancholic mastery. Slow-paced just to make you abler to contemplate all its beauty (which is in the music and the images as well as in the story)this is the type of film we are not allowed to enjoy anymore, brave, deeply personal and intelligent. The genuine fruit of a genius like Visconti.",positive
"First, what is really great about this movie: <br /><br />- Ryan Reynolds, great acting! There are very few actors I really like and for now he is one of them. He has an amazing skill to impersonate characters. <br /><br />- The soundtrack! Very good music played at the right time. <br /><br />- The idea of a nine lost in his own world, incapable of leaving. <br /><br />Still, I give it only a 3 out of 10 for certain flaws: <br /><br />- Horrible second part. It seems that the director was very eager to make something new, but despite of the efforts it was really boring <br /><br />- Very annoying character Melissa. I couldn't stand the scenes with her - i.e. it was constantly annoying. She represents everything that is wrong with American woman. <br /><br />- Terrible explanation of the numbers. The director was so busy with character development, that he completely missed the point of a good story.. excuse me koalas? brr... terrible!<br /><br />This movie had great potential. The filming is nicely done, the music is really good, but nothing more.<br /><br />See it only if you are a fan of Ryan Reynolds, or have a lot of time to spare.",negative
"OK i own this DVD i got it new at amazon... i mean i think its badass and a pretty cool flick and melissa bale the slutty/bitchy girl they pick up is hot as hell ..., the acting sucks and the whole polt just sucks the clown is some huge guy wearing a mask and its disgusting but its OK i wouldn't recommend it if like u wanted to rent a good entertaining flick after a hard days work but if u have nothing else to do and ur obbsessed with this stupid movies like i am, watch it sometime, and i do not know how artisan DVD has S.I.C.K. in its DVD collection , s.i.c.k. is not good enough to be owned by a half way decent movie company OK well thats all",negative
"I found the pace to be glacial and the original story blown way out of proportion to the content. My wife slept through most of it and I did not try to wake her because I felt she was not missing anything.<br /><br />When Holmes and Watson enter the house and then are potentially caught, it is unclear how they could hide all of their entry and burglary tools so quickly. It is also unclear how the door to the study is locked, preventing the servants from getting in.<br /><br />The thing that puzzled me was right at the end when there was a glint in the eye of the broken statute. I have no clue what this was supposed to represent.",negative
"I may be a sentimentalist. But i found this movie truly moving. It was the first movie that reduced me to tears. And it did it more than once!! I recommend it to anyone both gay and str8. Religious or not! Supporting co-star Jackie Bisset stole the show, especially with her one liners. The nude scenes were superbly crafted as well, and all in were good taste. Most shocking was the portrayal of the orientation reversal deprogramming instituted by the Mormon church to the lead character. It shocked me that this still goes on in the world. Nevertheless I enjoyed this movie tremendously. This is definitely the best gay film since Torch Song Trilogy. And much better than the other gay movie offering that year - The Fluffer.",positive
"Just saw it....the story, the plot, the script makes absolute no sense!! Its Samvise the brave part 2(without the RING), its characters showing up out of the blue(for no reason),its Hercules hated by everyone(no one knows why), its Leelee Sobiesky showing her true talents(two of them), its crappy special effects, its a few good actors wasting their talents(did I mention Leelee's two talents??)... do I have to say more??? ITS JUST AWFUL, even for NBC-TV standards!!! Its just the lowest....what a waste! by the way: how can you people give this mini-series so many stars????? Its beyond me!.... Shame on you! Have to make 10 lines, so this is my final word: AVOID, AVOID, if u are considering buying it!",negative
"What is supposed to be a simple generic mystery plot involving a dead philanthropist is, in fact, a head-ache inducing tale about a bunch of characters (the only big actor being Ginger Rogers, in a very early role) all trying to find the murderer among a small cast of residents in a posh apartment building. These characters range from utterly stupid to downright mean. As a cheap, low budget production, most of the action revolves around Rogers and her lead man (some guy, I don't care who he is 'cause he really sucked) talking about their various possibilities of solving the crime, while being constantly cut off by an absurd detective with his head in his butt. Honestly, I've never had a worse time watching an old b-rate movie of this type, and I've seen some real head-slappers.<br /><br />Oh, and the butler didn't do it, because there wasn't a butler. But pay attention to the guy who's closest to a butler. There ya go.<br /><br />--PolarisDiB",negative
"Poor Jane Austen ought to be glad she's not around to see this dreadful wreck of an adaptation. So many great Jane Austen movies have come out recently that this one deserves to be permanently buried along with two other movies I despise-The Man in the Gray Flannel Suit and the 1969 version of David Copperfield. My main beef with the movie is that it completely misses the point of the book. Jane Austen was poking fun at the Gothic mania in her society, and much of the novel is tongue in cheek. The movie, however, is serious and comes across terribly melodramatically. The lighthearted, fun-poking flavor of Austen's writing is completely and conspicuously absent from this ponderous foray iinto horror meets period drama. The scenes of Catherine's imagination are both gratuitous and uninteresting. Also, Henry Tilney is dreadfully unappealing. Why, I ask, would anyone fall for him? If you are looking for a fun-filled Jane Austen evening, watch Emma instead!",negative
"I just got done watching The Edge of Love (by the way, this is one of the worst titles so far this year) and it felt like a chore. Watching Keira Knightly's unlikable, skeleton-looking character made me cringe even more throughout the coarse of the film.<br /><br />It took me four nights to watch this it was so boring. The only good thing about it was Cillian Murphy. He's always good/believable and is severely under looked in many films. This, however, was just not good enough for him.<br /><br />Apart from the unlikable characters, boring storyline, the plot was also emotionally unsatisfying. I felt like I spent my time watching this for nothing (which I did). I should have done the smart thing and turned it off, but I kept it on out of respect for Cillian Murphy and the great cinematography.",negative
"This is like a school video project and a propaganda film that puts the whole class as well as the teacher to sleep.<br /><br />Utterly boring long silent(yes, silent) strings of unrelated video clips.<br /><br />Instead of this movie watch the paint dry or the grass grow- it will be more interesting unless you enjoy seeing Arabs being malicious to everyone around them.<br /><br />Sulieman (the Director) should be embarrassed of this lame waste of film.<br /><br />It deserves a one for the movie quality, a zero for the ridiculous propaganda message and a negative number for the script (or lack thereof.)",negative
"I don't see why all the people are giving this film negative reviews?!?! I loved this movie! Bled is a form of abstract art, and if you don't appreciate art, I can see why you would not like this film. It was a great twist from the average, played out vampire movie. If you are looking for a fresh, new and ingenious new vampire movie, then this is for you. But if you want one of those turn into bats, wolves and melt in the sunlight movies, then go watch your old played out Dracula flicks. Sure, it is a bit on the low budget side, but they did a great job with the budget they had. I'm very happy that I found this movie, because I was about to give up on the vampire genre fro good. I thought this film was brilliant! I give 2 thumbs up to the writer, director and everyone involved in the film.",positive
"I am a fan of the paranormal and I love Ghost Hunters so when this show first came out I decided to give it a try. I could barely sit through one episode. The show is so obviously staged. I mean come on, every single episode involves someone being possessed or involves a demonic force trying to kill the family. Another huge flaw is that these guys never debunk anything. When I watch Ghost Hunters they find evidence and try to disprove it and if they can't then it is evidence. On this show they find a voice or a piece of video evidence and they are very quick to call it a ghost. This completely ruins their credibility unlike TAPS and Ghost Hunters who actually know what they're doing. Honestly if you're interested in the paranormal and want to watch a show about it watch Ghost Hunters.",negative
"This movie is really nothing besides an admittedly well-crafted series of tense sequences punctuated with an inevitable ""gotcha!"" at the end of each. Really, there is no character development and no real plot to speak of. There are only the most skeletal of motivations for the characters to do anything while they trudge forward to their unavoidable dooms. It's all just an excuse to show a creepy ghost kid (who seems to have gotten some of the family cat mixed up in his ectoplasm) and his ghost mom (with long black hair hanging in her face kind of like ""The Ring"") take down a bunch of cardboard cut-out, two-dimensional excuses for human characters.<br /><br />This English-language version of ""The Grudge"" is the equivalent of cinematic junk food; satisfying momentarily, but not really what you ought to be living on.<br /><br />Not recommended.",negative
"""A Minute to Pray, A Second to Die"" is a quality spaghetti western with a solid cast and an interesting storyline. It is filmed beautifully, with a relatively high production value for a film in this genre.<br /><br />Alex Cord does a terrific job portraying Clay McCord, an outlaw who is suffering from increasingly debilitating seizures. He is seeking amnesty before his enemies close in on him, but is being too cocky for his own good when he asks for it. Robert Ryan delivers the best performance in the film as the governor of New Mexico. Mario Brega and Arthur Kennedy are also great here.<br /><br />This movie is very good, but it doesn't stand out to me as being one of the best spaghetti westerns out there. It's lacking too much in style to be in the same league as any of the great ones. It does have some cool spaghetti overtones, but overall it's a bit too much like an American western. This is especially evident in the music score, which is OK as movies go in general, but pretty dull by euro-western standards. The soundtrack kind of reminds me of the music from ""The Unforgiven."" Although there is an interesting story here, it is told in a manner which is a bit too conventional for my tastes. If a spaghetti western fan and a Hollywood western fan had to watch a movie together, this one would be the perfect compromise.<br /><br />All of this is not to say that anyone should avoid this film. I did enjoy watching it very much. As I said, it is a very well-done film and I recommend it to anyone who likes westerns, spaghetti or otherwise.",positive
"DOCTEUR PETIOT, starring Michel Serrault, is a brutal story about a brutal man. A doctor who heals the sick in occupied France, even if their ability to compensate is not there. Yet, he preys on the weakest amidst the populace. The imagery and cinematography are superb, and lend an additional macabre feeling to this complex story. He is the perfect psychopath. Seductive and altruistic, intelligent and caring, calculating and murderous. A movie certain not to be forgotten soon by the viewer. Kudos to Mr. Serrault, for his chilling portrayal.",positive
"Having not read the book, I was more open to the fresh interpretation that each director gives to their medium (which is film, not ""to the letter"" reproductions of literature)on this particular film. I was happy that the holocaust that occurred in Russia (and it's neighboring countries) finally received some attention. The Nazis were particularly cruel to Russians and Russian Jews. If you read the histories and see the monuments built in Smolensk and nearby regions you will understand this movie and why many kept silent when they should've spoken up.<br /><br />It was certainly time for this to be chronicled and I hope that more stories will come out of this. It's high time.",positive
"I love these ""Diaper Baby"" movies! You couldn't make a movie like this today and it is rich in cinematic history. It is goofy and the film was made to make you laugh, which it does. How they ever got these kids to ""act"" I'll never know. I think they are precious and the kids make me laugh but so do the others who made this movie as it shows the naiveté that existed in the early 30's. You have to remember that this is when the film industry was very young, the stock market had crashed, the world wide depression was beginning and these films were made to give a person a break from the real world. The fact that you could see movies for five cents is beyond my comprehension, but then dinner for 25 cents is too. It was a different time with a totally different mind set.",positive
"This has got to be one of Australia's best productions. I completely disagree with the comments made by 'RamiNour101'.<br /><br />This series shows the depth of Australian mateship and the lengths they went to to help each other out. Episode Five 'Eddies Birthday' is a great example of this and it really captures the Australian spirit.<br /><br />The music used throughout the series only emphasised the situation that the men were faced with, their longing for home and their loved ones. The numerous amusing renditions of The Road to Gundagai captures the spirit of the men and the fact that they never forgot home, and that it was little elements such as the singing of a song that took them home for a short while.<br /><br />As for the comment about it being racist towards Japanese people, the only thing to be said is that you can't change what happened. The Japanese did treat the Australians very poorly in Changi and to represent it as otherwise would be very misleading indeed. The comment about the screenplay being in accurate is also false. These six stories that are told in the series are composed from real P.O.W experiences.<br /><br />The actors were superb; the best being in my opinion, Matthew Newton. His performance as David in the first episode was gut wrenching. From being a city boy, to being another nameless face to his captors. We see him change dramatically in the first episode because of his violent attack in the jungle, and in further episodes we can see how that one event has changed him, he is more aware of what is really going on and is always one of the first to help out the other members of The Secret Nine.<br /><br />Stephen Curry also deserves a mention. His performance in 'Eddie's Birthday' is amazing, going from the larrikin of the group, to being sick, weak and unable to take care of himself. The displays of mateship in this episode touch you on an emotional level and make you proud to be Australian.<br /><br />I study WWII at university level and have found this series, if not physically truthful, spiritually truthful, as it captures the true spirit of what it was to be an Australian Soldier.<br /><br />Well done to John Doyle for capturing the spirit of Changi.",positive
"I saw this movie on Thursdays night after having a really boring day. I had no expectations, those I had were rather negative. Being that the only movie I've ever watched Jimmy in is the American version of Taxi with Queen Latifah(?)...don't ask why! But seriously..this movie is so cute! Drew Barrymore is always sweet, but I almost fell in love with Fallon's character. Why can't I meet a cute nerd like that. :) Movies like that are excellent. Simple, sweet and necessary. Sunday on a Thursdays. I'm not even a sports fan, but it's something about American movies with baseball that fascinates me. Probably the fact that we don't have that sport here in Norway.<br /><br />(My first comment ever.) Haha",positive
"An interesting idea involving an alternative dimension inside a hospital. It recalled - Stephen Kings ""Langoliers"", ""Kingdom Hospital"" and old twilight zone episodes. Atmospherically strong, the set up was great. There were also some very clever 'time loop' moments which always have that head-melt appeal. The story had plenty of vague references which led me to believe that all the ensuing weirdness of - time slips / ghosts / a weird bat winged demon and a rather silly heavy metal attired ghoul-thing would be explained. And THAT was were Dark Floors severely let me down. Based on my viewing the movie gives NO EXPLANATION as to what is behind the events. Whilst, some ambiguity is always expected/welcome in these kind of films. Dark floors took it to new heights of vagueness. I don't expect things wrapped up in a pretty ribbon, but neither should I be left feeling ""Huh? .. is that it? ... Did I dose off? Maybe, I hit chapter skip by mistake?"" Dark Floors left me with a deeply unsatisfying suspicion that ""It was all a dream"" which is a shame because up until the last reel I was very much on board and enjoying the movie.",negative
"Susan Slept Here turned out to be Dick Powell's swan song as a performer on the big screen. Of course he directed some more films and appeared frequently on television until he died. It's a pity he didn't go out with his performance in The Bad and the Beautiful.<br /><br />Frank Tashlin has done so many better films, I'm still not sure whatever possessed him to do this one. The premise is absolutely laughable. <br /><br />Dick Powell is a screenwriter who's looking to do more serious stuff than the fluff he's been writing. He had an idea for a film on juvenile delinquency so two friendly cops in Herb Vigran and Horace McMahon deposit 17 year old Debbie Reynolds on his doorstep. She's not a really bad kid and they don't want to put her in the system. So they give her to Dick Powell at Christmas time.<br /><br />I mean is there anyone out there who doesn't see a problem? The term jailbait comes immediately to mind. Additionally Powell has a girlfriend, the young and sexy Anne Francis. Why Debbie Reynolds is any competition here is beyond me.<br /><br />Susan Slept Here got one Oscar nomination. The song Hold My Hand, sung by Don Cornell in the background, was nominated for best song, but lost to Secret Love. <br /><br />Powell and Reynolds do have some funny moments together and Alvy Moore as Powell's factotum and Les Tremayne as his lawyer also get a few laughs. <br /><br />But it's not enough.",negative
"I am not one of those people that will walk out of a movie that was based on source material and automatically say, ""The book was better."" I know better than to demote the value of a movie just because it wasn't a faithful adaptation. There is a lengthy process and lots of decisions that go into making a movie that are sometimes out of the director's/editor's/cinematographer's/producer's control and certainly out of the original author's control. Therefore, it is unreasonable to expect a movie to be exactly the same, word for word, as a book or play or video game or Disneyland Ride, or whatever! A movie should be judged on its own standard and how it fits in society. Moreover, a successful movie should be made because the material is relevant to the society which it belongs and, if it is based on source material, its relevance needs to be reexamined and enhanced by the filmmakers. <br /><br />Films like There Will Be Blood follow this paradigm because while it was based on a novel written at the turn of the century, Oil!, it feels relevant because of things like the Iraq war and energy concerns that the film's country of origin, the US, was and is experiencing. Even King Kong, based on the original film, benefits from using new technology and concerns of animal rights that people have.<br /><br />With that said, I just don't understand why they even bothered to make this movie? Besides the great performances, guaranteed Oscar nods and Shanley's director/writers fee and royalties he will get, this movie seems to come from nowhere. It should have simply stayed as a play. The movie (which is essentially the same as the play) says nothing new about the reprehensible sexual atrocities committed and in many cases covered up by the Catholic church here and abroad. It says nothing new or different than the original play. I can't help but compare this movie to another movie that came out at around the same time: Frost/Nixon, which was also based on a play. Frost/Nixon, while about Nixon's regrets, seems relevant because it seems to have come at a time when President Bush was about to leave office. The regrets that Nixon had, as depicted in the play/movie, about the war and his presidency could just as easily reflected on Bush and his presidency. In that respect Frost/Nixon seemed more relevant and actually benefited from a wider distribution via film because it got people talking and reflecting about the political status quo in the country at the time. In contrast, Doubt felt like it was yesterday's news and didn't seem to offer anything that the play didn't offer.<br /><br />Of course the movie is ""good,"" the performances are outstanding, and the screenplay adaptation is apt, but so what? Why didn't it just stay as a play? Why, besides marketing and financial reasons, make it into a movie? It gave audiences nothing new to discus about the awful subject.",negative
"Not all movies should have that predictable ending that we are all so use to, and it's great to see movies with really unusual twists. However with that said, I was really disappointed in l'apartment's ending. In my opinion the ending didn't really fit in with the rest of the movie and it basically destroyed the story that was being told.<br /><br />You spend the whole movie discovering everyone and their feelings but the events in the final 2 minutes of the movie would have impacted majorly on everyones character but the movie ends and leaves it all too wide open.<br /><br />Overall though this movie was very well made, and unlike similar movies such as Serendipity all the scenes were believable and didn't go over the top.",positive
"A gritty presentation of the decay of family values and human dignity in the wake of Soviet communism, Vasili Pichul's 1988 film Little Vera is a landmark film of modern Russian cinema. Pichul's brutal drama marks a strong departure from the images of sanitized idealism promoted in Soviet times (as in Aleksandrov's Circus), brashly moving the social chaos of his time into the public spotlight. A contemporary Ukrainian setting further intensifies the effect, first by the immediacy of the film to its time period, second by its utilization of a locale not only struggling for identity in lieu of a Soviet system, but also as a nation distinct from the Russian idiom that had dominated the U.S.S.R.<br /><br />Vera, the film's title character and protagonist, is a rebellious adolescent girl with a ""dysfunctional"" family including a hard-drinking father and a mother care-worn. Rejecting her would-be beau Andrei, Vera begins a destructive (and primarily sexual) relationship with a college student named Sergei. Despite her parents' dislike for the lazy Sergei, and despite Sergei's rude contempt for her parents, he moves into their cramped apartment. Tensions escalate until Vera's father drunkenly stabs Sergei. Vera must decide if she will stay loyal to her intolerable family by testifying her father acted in self-defense, or continue to support and defend the ever-detached Sergei. <br /><br />Unbearable in almost every imaginable way, Little Vera masterfully captures and communicates the inescapable void left in social life after the collapse of communism. The sexual aggressiveness of the film (it was the first film to show explicit sex) combined with the unrelenting presentation of social reality (a marked distinction from the socialist realism demanded by Stalin) effectively confronted the conditions of former-Soviet life. Most interesting, however, was public reception. While many wrote hate mail to the director and star, the film was wildly popular. Here the double-edged nature of ""film as social criticism"" emerges: if done correctly, the film will make the audience uncomfortable. Because no easy solution presents itself, some viewers will hate the film and filmmakers for ""bringing up"" the issue. Many films come to mind as somewhat comparable in this regard: Larry Clark's Kids, Harmony Korine's Gummo, even popular movie's such as John Hughes' Breakfast Club. <br /><br />I recommend this film to those viewers for whom the prospect of nearly two hours excruciating domestic conflict and social miasma is not overly daunting. The film is absolutely beautiful, and incredibly challenging. Despite the difficulties of watching the film, some moments within it are profoundly beautiful. Of course, the socio-historic and cultural significance of the film cannot be overlooked, and in fact operate as an even more assertive reason for watching this film.",positive
"I first flicked onto the LoG accidentally one night while waching television: since then, I have never missed an episode.<br /><br />It's humour is very weird, like a cross between Brass Eye's social commentary, the Fast Show's excellent one-liners, and an amazing plot that seems to develop each week without ever going anywhere. The best example of this was Hillary Briss's special stuff - what was that all about?<br /><br />The humour will not appeal to all. Some will say it's just too sick, and it's easy to see where they're coming from. Nonetheless, give it a try. If you don't like it, don't watch it, but if you do like it you'll be very glad you took my advice.",positive
"I rented this film on Netflix after it won all the Oscars, to see if it was really that good.<br /><br />The Hurt Locker is a very realistic portrayal (for the most part) of a group of soldier's rotation in Iraq. The film centers around Will James, a reckless soldier who gets his adrenaline fix from taking risks, and defusing bombs.<br /><br />Where this film seems to lack in my opinion is the Plot and Direction of the movie. This film has no clear plot unlike other films such as Black Hawk Down. What this film tries to do is focus more on the characters, and their different attitudes about the war. Bigelow does an okay job of focusing on the characters, but there are many points in the film where the dialogue seems to drag. Hurt Locker is 131 minutes long, yet it feels like a 3 hour movie.<br /><br />One scene in the movie that was particularly awful, and ruined the films perfect credibility, was the sniping scene halfway through the movie. It was both unrealistic, and very long.<br /><br />Overall, I thought this film was OKAY, but the reason I gave it a 6 instead of a 7, was because it was a major letdown for winning Best Picture at the Oscars. I felt like this film could have been so much better considering Saving Private Ryan lost Best Picture, but was much better than this film. Another notable mention is Black Hawk Down which only won 2 Oscars. I honestly do not know how this won best picture.<br /><br />If you are looking for an action packed war flick, rent Black Hawk Down. This film will be forgotten in a year or two.",negative
"THE ATTIC starts off well. The somewhat dreary story is helped greatly by the two main actors and there's a semblance of a character study going on here but the film goes downhill fast when Carrie Snodgress' character buys a monkey. Not one of those cute little monkeys. She buys a real big chimpanzee!!!<br /><br />This sudden plot device basically kills the movie. It's just not conceivable for a woman like the one Snodgress plays, who has a hard time doing anything because of her domineering father, for her to, out of the blue, buy a chimpanzee. I mean, come on! Forget about it!",negative
"An excellent documentry. I personally remember this growing up in NYC in the early 80's. This movie is for anyone that wasn't around during that time period.This shows the one thing the African American Gay Underclass felt was solely theirs and the love and camadrie you see is real. The people are real and sadly few are still alive as this is being written. The balls are still held but not to the extent that they were in the the nineteen eighties. That time is gone forever. This is a good pre ""homo thug"" movie. When Queens were really proud to be extroverts. Goodbye to Storyville this is another era gone but greatly documented all hail film!",positive
"*** Spoiler in fifth paragraph *** This was an amazingly frank (uh-huh, uh-huh) picture for 1955. Otto Preminger and Carlyle Productions took a chance by making it, the Motion Picture Association of America balked at certifying a film that openly shows a junky jabbing a syringe full of heroin into his arm. Frank Sinatra took a chance both on playing an addicted musician and at falling flat on his face in a role that required at least twice as much acting as he'd ever done. All in all these gambles paid off, the movie is a classic, though it's not perfect.<br /><br />Nelson Algren's novel may be great, but it has far too much going on to fit comfortably into a two hour movie 'The Man with the Golden Arm' is 119 minutes and often feels much longer. However, in my opinion it's not just Frankie Machine (Sinatra) that makes the film but the other characters and their sub-plots, all involving Frankie. Ultimately it's not just Frankie who has the addiction, everyone and everything seems to be dependent on him and he feels it keenly. When the pressure gets to be too much the drums start pounding on the soundtrack and Frankie steps across the street with his well-dressed ""friend"" Louie.<br /><br />It's an exaggeration to say that Frank Sinatra's music career was ever really in the doldrums, but in the early 50's he was in limbo between his days touring with big bands and the Las Vegas era. 'From Here to Eternity' established him as a serious actor and his career as a singer rebounded as well, but 'The Man with the Golden Arm' was still a significant challenge, the whole show sinks or swims with his performance. He pulls it off with such skill that for several minutes at a time I forgot I was watching Frank Sinatra, he must have known junky musicians and exploited that knowledge to the utmost.<br /><br />Set side by side with Billy Wilder's masterpiece 'The Lost Weekend' there is more emphasis on the sociological causes of addiction in 'The Man with the Golden Arm.' Whereas Don Birnem (Ray Milland in 'The Lost Weekend') seems to struggle mostly against himself, Frankie Machine is beset by external forces and he takes refuge in the needle. Neither approach is wholly right or wrong, mostly because addiction is impossible to fully explain, but it seems like this film might have benefited from a little more insight into Frankie's internal struggle.<br /><br />*** Spoiler *** One of the problems I have with this film is the clichéd reliance on ""quitting cold turkey."" I realize that 'The Man with the Golden Arm' was probably setting the trend rather than following it but that doesn't make it any better. In the beginning of the movie Frankie has to all appearances kicked his habit with the help of a doctor and a treatment facility of some sort. Naturally the drama of the film requires that he backslide, but I found the All-American ideal that a man has to face his problems alone (or maybe with the help of a good woman) out of place here. Going cold turkey and riding off into the sunset with Kim Novak seemed too unrealistic. The end of 'The Lost Weekend' was similar but in my opinion was a little less rosy.",positive
"Perhaps once in a generation a film comes along that is perfection. For me, ""The Railway Children"" is that film - a timeless classic that was directed and performed most beautifully. It depicts all that is worthwhile in humanity and climaxes in the conquest of love and faith over cruel injustice. Every performance is a gem, though Bobbie stands out and, like Judy Garland as Dorothy before her, Jenny Agutter makes it impossible for us to imagine anyone else in the role.<br /><br />The world is all the better for this film and the children of today would be much the better for watching it.<br /><br />Of course, like so many young men of my generation, I fell hopelessly in love with Jenny Agutter and her hold was as strong when I had the great good fortune to meet her a few days ago - the bewitching smile and voice like dripping honey were still there to send me weak at the knees as they first did all those years ago!",positive
"Can I just start by saying I'm a fan of bad movies. And this is a really bad movie. It states on the front 100 passengers, 3000 snakes, but I think it's more accurate to say 12 passengers and about 20 snakes.<br /><br />The snakes don't do anything particularly interesting, the whole movie in fact just blunders on with little happening. Although there is occasionally a great gore shot of pulsating arms and green goo puke (bad movies have to have green goo don't they?).<br /><br />But then the ending comes along and will quite literally smack you off you seat in hysteria. and for that, this movie gets a boost up to a 2* rating.<br /><br />There are certain movies about in the world that you will want to show to your friends, just so you can watch there reaction when a certain event happens in them.<br /><br />For example The arrival of 'Big Man' in R Kelly's 'trapped in the closet' 'The LINE' in 'Shark Attack 3' (you'll know it when you hear it) The arrival of the mama shark in 'Shark Attack 3' Almost every scene of 'troll 2' The ending of 'Dracula 3000' (just for utter disbelief and confusion) and the end of this movie proudly sits in this category. It's worth sitting through just for that. So get drunk, stoned, whatever your poison is and watch this movie with some mates.<br /><br />Quite simply, if you like bad movies, get this, but don't get it confused with 'Snakes on a plane' ... there's no relation.<br /><br />And don't pay more than a fiver for it either ....",negative
"Mmmm, a previous summary says ""if you like aliens and predator you will enjoy this film"" i could not disagree more, this film pays no respect to its weighty lineage and has reduced two of the best loved sci fi strands to little more than a teen horror slasher movie, it has none of the tension or foreboding present in previous alien or predator movies and there is no discernible lead character, i really did not care about any of the characters and i positively yearned to see the stereotypical cast die as soon as possible in the vain hope something better would replace them, it really takes super human incompetence to have two of the most fearsome creatures ever invented positively fail to make a gripping thrilling movie, only watch this if you want to see how NOT to do it.",negative
"Whatever rating I give BOOM is only because of the superb location photography of Sardinia and Rome. Otherwise, this is only for hardcore addicts of ELIZABETH TAYLOR (her downward phase), and RICHARD BURTON (his miscasting phase). Tennessee Williams wrote ""The Milk Train Doesn't Stop Here Anymore"" and is supposed to be very fond of this adaptation of his play--but apparently, he was the only one. Taylor reportedly hated it and Burton needed the money.<br /><br />Whatever, it amounts to a hill of beans with Taylor posturing and fuming in her shrill manner, exploding at the servants and exchanging bad baby-talk with no less than NOEL COWARD who seems to be a visitor from another film when he finally appears.<br /><br />It's so campy that among Taylor fans it's probably considered a ""must see"" kind of thing. But if you can sit through this one without a drink in your hand, you're way ahead of me. Sadly, this is the film that signified the end of Taylor being taken seriously as a film actress, even after winning two Oscars. For Burton, it was equally disastrous and the critics called it a BOMB. Judge for yourself if you dare.",negative
"I wanted to watch this, to get a inside look at the show. It told the story more of Robin Williams, then Mork & Mindy. Still, thought it was great. We got to see, Robin always being 'on', no matter what. The performance of Diamontopolous was awesome.<br /><br />The introductions of the main players, seem so real to me. Roebuck as Garry Marshall was wonderful. He was so charming in this, which helped me get through all the Williams energy. The little behind the scenes pieces of his other shows (Happy Days, and Laverne & Shirley), was enlightening. I also thought Richmond-Peck's Harvey was also a nice rock in the pond. (This is a good thing).<br /><br />This movie told the age old story of Hollywood folks, going through the ups and downs of stardom. It kept me glued to my TV, and I learned to love Robin, well hell, mostly everybody seem to be the super people I sometimes think Hollywood is. Go figure.<br /><br />I sometimes wonder why the network people are always played to be idiots. We never saw the head of ABC. Just heard him, like Charlie from Charlie Angels (I wonder if this way planed?). It seems so sad, that a show at number 1, could be so destroy by their own network.<br /><br />I think this story could be told about anyone's life, as they climb the ladder of any job. Movie, and TV stars are always loved or hated by so many people, that you grew up with, you just want to reach back in their past, to remember your own past. I Remember watching the show, and always wondering what does happen in their personal lives.<br /><br />Mork and Mindy, will always be part of me, and I got to see part of them. It may not all be the truth, it's also all not a lie, but in the end, it told me a wonderful sad, happy story.",positive
"Rosenstrasse is more an intimate film than one of epic proportions, which could have kept away many film goers looking for a Pianist similar plot. Fortunately, Von Trotta, a good screenwriter, opts for a feminist peep to an era too much illustrated on its colorful exterior, but too little analyzed in terms of intimacy and from the point of view of ordinary Aryan German rather from a Jewish standpoint. Rosentrasse finds its strength in these unsung burdens of people trapped within historical circumstances of which they emerge as victims. The pace of the film is introspective, poignantly slow, meditative. Besides, the characters are so vivid while transitions between generations and the passing of time has been deftly crafted. Rosenstrasse is not a masterpiece, and some narrative flaws are well discerned. Another fault lies on a trivial cinematography unable to capture the intensity of the internal drama lived by the characters. Nevertheless, this film is worth seeing. Finally, Rosenstrasse is part of the last trend in German films dealing with the ghosts of a nightmarish past,trend that includes such excellent films as Nowhere in Africa, and recently, the controversial Downfall. I would recommend this film to those who know how to read beyond the images.",positive
